"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR00715","North Fork Diversion Dam",50,309,"N-16","PC-739",,"North Fork Rogue River",15,"JACK",13,"SW REGION","WM",32,"S",3,"E",5,42.81433105,-122.49269104,"NSI","NSI","Significant","5/20/2017"
"OR00716","SOUTH FORK DIVERSION (ROGUE)",29,17,"P-69B",,,"South Fork Rogue River",15,"JACK",13,"SW REGION","WM",33,"S",4,"E",18,42.70624923,-122.38845825,"NSI","NSI","Low","5/20/2017"
"OR00717","Layton Reservoir 1",25,177,"L-29a","R-6348","Cert:51431 OR *","Grinstone Creek",5,"CROO",11,"SC REGION","WM",16,"S",24,"E",33,44.14884948,-119.84850311,"09/14/2015",2021,"Low","5/20/2017"
"OR00719","Gillworth Reservoir",29,178,"G-35","R-7938","Permit: R  7938 *","Deschutes River, Trib to",5,"JEFF",11,"SC REGION","WM",13,"S",12,"E",31,44.40044021,-121.34281158,"08/05/2015",2018,"Significant","5/20/2017"
"OR00720","SOWELL DAM",26,47,"S-51",,"Cert:31575 OR *","Loosley Clough, Kelly Creek, Pay",15,"JOSE",14,"SW REGION","WM",39,"S",8,"W",26,42.1415596,-123.61093139,"05/20/2016",2019,"Significant","5/20/2017"
"OR00721","HYDE LAKE DAM",33,2870,"H-48",,"Cert:83309 CR *;Cert:83309 CR *","Sprague River, Trib to",14,"KLAM",17,"SC REGION","WM",34,"S",9,"E",15,42.6180191,-121.63999176,"08/04/2016",2022,"Low","5/20/2017"
"OR00723","LOCKETT RESERVOIR",25,44.5,"L-34",,"Cert:1935 OR *","Gum Creek",10,"MALH",9,"E REGION","WM",16,"S",42,"E",9,44.20018005,-117.57917785,"NSI","NSI","Low","5/20/2017"
"OR00724","Olson Reservoir (Mark)",25,45.5,"O-26","R-10812","Cert:83073 OR *","Ash Swale, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",9,45.06814956,-123.18141937,"09/09/2015",2018,"Significant","5/20/2017"
"OR00725","Binford Dam",25,30,"B-37","R-1862","Cert:28265 OR *","Hieny Creek",2,"MULT",20,"NW REGION","WM",1,"S",3,"E",17,45.48340988,-122.46057128,"07/25/2014",2017,"Significant","5/20/2017"
"OR00726","BELCHERS DAM",28,30,"B-79",,"Cert:41359 OR *","Middle Fork Beaver Creek",3,"MULT",20,"NW REGION","WM",1,"S",4,"E",17,45.48828125,-122.34577941,"05/24/2016",2022,"Low","5/20/2017"
"OR00727","ROCK CREEK (HARNEY)",39,985,"R-11",,"Cert:67673 OR *","Rock Creek",12,"HARN",10,"E REGION","WM",22,"S",33,"E",16,43.65303039,-118.66340637,"10/10/2016",2022,"Low","5/20/2017"
"OR00728","LUCKY RESERVOIR(1136)",20,228,"L-61",,"Cert:58443 OR *","Trib of Big Lake",13,"LAKE",12,"SC REGION","WM",40,"S",23,"E",3,42.125,-119.99500274,"NSI","NSI","Low","5/20/2017"
"OR00729","HEATER RESERVOIR #2",28,42.5,"H-38",,"Cert:79422 OR *","Center Fork Drift Creek",2,"MARI",16,"NW REGION","WM",8,"S",1,"E",8,44.88401031,-122.70944976,"11/30/2016",2019,"Significant","5/20/2017"
"OR00730","Prairie City Lagoon (Cell 3)",18,54,"LG-26c","R-8164","Cert:57971 OR *","Municipal Waste",6,"GRAN",4,"NC REGION","WM",13,"S",33,"E",8,44.45930099,-118.77574157,"11/12/2013",2019,"Low","5/20/2017"
"OR00731","Prairie City Lagoon (Cell 2)",16,56,"LG-26b","R-8164","Cert:57971 OR *","Municipal Waste",6,"GRAN",4,"NC REGION","WM",13,"S",33,"E",8,44.45743942,-118.77523803,"11/12/2013",2019,"Low","5/20/2017"
"OR00733","Marx Brothers Reservoir",32,176.2,"M-69","R-6643","Cert:62231 OR *","Mud Slough",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",33,45.01108169,-123.1787033,"07/23/2012",2018,"Low","5/20/2017"
"OR00734","DeRaeve Reservoir #1 (Lower)",18,325,"D-60","R-6487","Cert:86985 RR *;Cert:87539 CR *;Cert:87539 CR *","Ash Swale",2,"POLK",16,"NW REGION","WM",6,"S",4,"W",7,45.06386184,-123.2183609,"10/22/2014",2017,"Significant","5/20/2017"
"OR00735","ELMER RESERVOIR 1 (UNION)",16,128,"E-30",,"Cert:41585 OR *","Grande Ronde River",8,"UNIO",6,"E REGION","WM",2,"S",40,"E",30,45.3682518,-117.86399078,"07/27/2011",2017,"Low","5/20/2017"
"OR00736","ELMER RESERVOIR 2 (UNION)",16,91,"E-31",,"Cert:41586 OR *","Grande Ronde River",8,"UNIO",6,"E REGION","WM",2,"S",40,"E",30,45.3642807,-117.85494995,"07/27/2011",2017,"Low","5/20/2017"
"OR00737","FLEETS LOOP",18,246,"F-33",,"Cert:40472 OR *","Grande Ronde River",8,"UNIO",6,"E REGION","WM",2,"S",39,"E",14,45.38796997,-117.89996337,"11/06/2012",2018,"Low","5/20/2017"
"OR00738","Dundee Sewer Project (Lagoon)",37,65,"LG-2",,,"Municipal Waste",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",36,45.27022171,-122.99981689,"11/03/2010",2016,"Low","5/20/2017"
"OR00739","Thomas-Cavender",32,175,"T-30","R-8654","Cert:83577 OR *","Pine Hollow Creek (offstream)",6,"GRAN",4,"NC REGION","WM",9,"S",27,"E",2,44.82432174,-119.43139648,"01/21/2014",2020,"Low","5/20/2017"
"OR00740","Gehrig Dam No. 1",25,9.4,"G-36","R-10835","Cert:80974 OR *","West Unnamed",4,"HOOD",3,"NC REGION","WM",2,"N",10,"E",28,45.62675094,-121.57975006,"10/11/2013",2019,"Low","5/20/2017"
"OR00741","JUSTESEN RESERVOIR #1",21,148,"J-17",,"Cert:75752 OR *",,5,"SHER",3,"NC REGION","WM",3,"S",16,"E",21,45.2957611,-120.81826019,"12/08/2015",2021,"Low","5/20/2017"
"OR00743","SANTA CLARA",17,64,"S-68",,,"In System",2,"LANE",2,"NW REGION","WM",17,"S",4,"W",11,44.09944915,-123.14862823,"07/19/2016",2017,"High","5/20/2017"
"OR00744","Weyerhaeuser East Basin, Cell 1 and 2",16,585,"LP-42","R-1265","Cert:20903 OR *","McKenzie River",2,"LANE",2,"NW REGION","WM",17,"S",2,"W",28,44.05765151,-122.94963836,"08/21/2013",2019,"Low","5/20/2017"
"OR00745","Wampler-Werth",20,90,"W-65",,,"Central Oregon I.D. Canal",5,"CROO",11,"SC REGION","WM",15,"S",14,"E",14,44.27363967,-121.01367187,"07/27/2015",2018,"Significant","5/20/2017"
"OR00746","Willow Creek (Morrow)",165,13250,"W-87","R-10880","Cert:86314 OR *","Willow Creek",7,"MORR",21,"NC REGION","WM",2,"S",26,"E",35,45.34698104,-119.54488372,"NSI","NSI","High","5/20/2017"
"OR00747","VANDERVELDE LAGOON",10,74.9,"LG-23",,,"Dairy Waste",2,"YAMH",16,"NW REGION","WM",5,"S",4,"W",19,45.11977005,-123.22857666,"08/21/2014",2020,"Low","5/20/2017"
"OR00748","Galesville Reservoir",167,117000,"G-29","R-9964","Cert:91396 CF *;Cert:91395 RR *","Cow Creek",16,"DOUG",15,"SW REGION","WM",31,"S",4,"W",28,42.8490982,-123.17884063,"NSI","NSI","High","5/20/2017"
"OR00749","Dry Creek (Catlow Valley)",12,178,"D-19","R-2573","Cert:36759 OR *","Dry Creek, Trib/Catlow Valley",12,"HARN",10,"E REGION","WM",32,"S",32,"E",36,42.75777816,-118.90099334,"NSI","NSI","Low","5/20/2017"
"OR00750","Gilchrist Log Pond",14,51,"LP-68",,,"Little Deschutes",5,"KLAM",11,"SC REGION","WM",24,"S",9,"E",19,43.47719955,-121.69091033,"05/18/2012",2018,"Low","5/20/2017"
"OR00752","American Can Dams (Lagoon)",14,82,"LG-63",,,"Off Channel Lagoon",2,"LINN",2,"NW REGION","WM",14,"N",4,"W",3,44.38819122,-123.15875244,"11/02/2010",2016,"Low","5/20/2017"
"OR00753","AMALGAMATED SUGAR",11,117,"A-31",,,"Off-Channel Storage",10,"MALH",9,"E REGION","WM",19,"S",47,"E",32,43.86880874,-116.98693084,"08/03/2011",2017,"Low","5/20/2017"
"OR00755","HARRIS RESERVOIR",26,59.3,"H-43",,"Cert:83216 OR *","High Creek",6,"WHEE",4,"NC REGION","WM",13,"S",24,"E",16,44.4463005,-119.83973693,"01/21/2014",2020,"Low","5/20/2017"
"OR00757","BIG DAM",13,674,"B-5",,"Cert:78731 OR *","Big Lake - Trib to",13,"LAKE",12,"SC REGION","WM",39,"S",23,"E",28,42.15518188,-120.0107727,"NSI","NSI","Low","5/20/2017"
"OR00758","Steer Canyon Reservoir",26,49,"S-138","R-4275","Cert:58191 OR *","Steer Canyon Creek",11,"MALH",9,"E REGION","WM",38,"S",45,"E",26,42.24833297,-117.41000366,"NSI","NSI","Low","5/20/2017"
"OR00759","Bigfoot Dam",18.5,168.7,"B-18","R-12026","Cert:89694 OR *","Jackass Creek",12,"HARN",10,"E REGION","WM",30,"S",30,"E",35,42.9237709,-118.97197723,"NSI","NSI","Low","5/20/2017"
"OR00760","RILEY HORN RESERVOIR",12.9,12.8,"R-57",,"Cert:66316 OR *","Unnamed",11,"MALH",9,"E REGION","WM",28,"S",42,"E",3,43.16666793,-117.57499694,"NSI","NSI","Low","5/20/2017"
"OR00763","COPELAND RESERVOIR",12,265,"C-3",,"Cert:2921 OR *","Butte Creek",11,"MALH",9,"E REGION","WM",25,"S",41,"E",8,43.40795135,-117.73040771,"NSI","NSI","Low","5/20/2017"
"OR00764","Iseli Nursery 4",20,103,"I-14","R-10837","Cert:85572 OR *","Unnamed Trib /Trickle Creek",2,"CLAC",20,"NW REGION","WM",2,"S",4,"E",8,45.40964126,-122.34963989,"08/27/2010",2016,"Low","5/20/2017"
"OR00765","Roy Farm",14,100,"R-26","R-10889","Cert:83427 OR *","East Fork Dairy Creek, Trib to",2,"WASH",18,"NW REGION","WM",1,"N",3,"W",16,45.57575988,-123.06297302,"10/22/2010",2016,"Low","5/20/2017"
"OR00766","BUCHE DAM",32.8,81.3,"B-64",,"Cert:92185 OR *","Trib to Rock Creek",2,"CLAC",16,"NW REGION","WM",5,"S",2,"E",32,45.09875869,-122.5834732,"08/23/2016",2017,"High","5/20/2017"
"OR00811","Youngblood Dam",10,30,"Y-2","R-1137","Cert:27816 OR *","Unnamed Springs",2,"LANE",2,"NW REGION","WM",18,"S",5,"W",17,44.01054,-123.31774139,"11/30/2010",2016,"Low","5/20/2017"
"OR00816","MULLERLEILE RESERVOIR",17,19,"M-24",,"Cert:26589 OR *","Unnamed",2,"WASH",18,"NW REGION","WM",1,"N",2,"W",2,45.60007095,-122.89949798,"05/04/2010",2015,"Low","5/20/2017"
"OR00821","HERRING RESERVOIR",16,12,"H-17",,"Cert:23291 OR *","Williamson Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",14,45.30735015,-123.01925659,"02/25/2013",2019,"Low","5/20/2017"
"OR00823","GROSSEN DAM",17,23,"G-18",,"Cert:23001 OR *",,2,"WASH",18,"NW REGION","WM",2,"N",3,"W",26,45.62326049,-123.01692199,"12/05/2014",2020,"Low","5/20/2017"
"OR00829","POWELL RESERVOIR (LANE)",18,24,"P-18",,"Cert:28214 OR *",,2,"LANE",2,"NW REGION","WM",16,"S",6,"W",14,44.18289184,-123.37461853,"04/14/2016",2022,"Low","5/20/2017"
"OR00831","WALKER-VAN OTTEN",16,47,"W-72",,"Cert:30028 OR *","Salt Creek",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",14,45.05680847,-123.26139831,"02/22/2016",2022,"Low","5/20/2017"
"OR00834","UNGER - PAT J.",16,26.2,"U-5",,"Cert:23377 OR *","Unnamed; Trib to Christensen Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",26,45.44926834,-123.02018737,"11/02/2010",2016,"Low","5/20/2017"
"OR00858","SEUS RESERVOIR",17,25,"S-46",,"Inchoate: T  8919 CF (REG) *",,2,"WASH",18,"NW REGION","WM",1,"N",3,"W",27,45.53939056,-123.03273773,"10/20/2010",2016,"Low","5/20/2017"
"OR00866","NASH DAM",13,12.3,"N-23",,"Cert:29845 OR *","Unnamed Trib to Battle Creek",6,"GRAN",4,"NC REGION","WM",12,"S",26,"E",33,44.48437881,-119.59264373,"01/01/2014",2020,"Low","5/20/2017"
"OR00879","CRAMPTON, RAYMOND",18,16,"C-12",,"Cert:29897 OR *",,3,"MULT",20,"NW REGION","WM",1,"S",4,"E",4,45.50997924,-122.31275939,"04/07/2009",2015,"Low","5/20/2017"
"OR00880","HABERLACH DAM",22,15.3,"H-30",,"Cert:31834 OR *","Rock Creek",2,"CLAC",20,"NW REGION","WM",2,"S",2,"E",12,45.40613055,-122.500125,"10/07/2016",2019,"Significant","5/20/2017"
"OR00884","Jesse Enlargement",32,177,"J-4","R-12479","Cert:89648 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",16,45.48698043,-123.06056976,"02/20/2014",2017,"Significant","5/20/2017"
"OR00891","PETERS RESERVOIR",16,13,"P-2",,"Cert:33214 OR *","Unnamed Trib/ Dairy Creek",2,"WASH",18,"NW REGION","WM",1,"N",4,"W",24,45.56317138,-123.12786865,"10/28/2016",2022,"Low","5/20/2017"
"OR00903","VALLEY MEMORIAL PARK DAM",12,24,"V-7",,"Cert:35407 OR *","Unnamed Trib Rock Creek",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",9,45.50482177,-122.94597625,"11/08/2016",2022,"Low","5/20/2017"
"OR00917","KINGERY, DARE",9.9,9.9,"K-40",,"Cert:37092 OR *",,16,"DOUG",15,"SW REGION","WM",23,"S",5,"W",2,43.59265899,-123.24993896,"NSI","NSI","Low","5/20/2017"
"OR00923","PARKS DAM",16,12,"P-75",,"Cert:40827 OR *","Unnamed Trib/McKay Creek",2,"WASH",18,"NW REGION","WM",2,"N",2,"W",29,45.62368011,-122.96392059,"11/04/2010",2016,"Low","5/20/2017"
"OR00927","EVANS PRO. COMPANY SAWMILL RESERVOIR",15,11,"E-13",,"Cert:43198 OR *",,2,"POLK",16,"NW REGION","WM",8,"S",6,"W",23,44.85860061,-123.39170837,"05/24/2016",2022,"Low","5/20/2017"
"OR00938","LEWIS, ALFRED DAM",20,48,"L-11",,"Cert:40832 OR *","Unnamed Trib Dairy Creek",2,"WASH",18,"NW REGION","WM",1,"N",4,"W",2,45.5959587,-123.1546173,"11/04/2010",2016,"Low","5/20/2017"
"OR00939","SCHEWNKE",21,10,"S-61",,"Cert:42576 OR *",,2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",36,45.26375961,-123.01026916,"05/18/2016",2022,"Low","5/20/2017"
"OR00942","KAUER JR. DAM",21,26,"K-22",,"Cert:40968 OR *",,2,"WASH",18,"NW REGION","WM",2,"N",3,"W",22,45.64368057,-123.03572845,"11/05/2010",2016,"Low","5/20/2017"
"OR00948","STARK RESERVOIR",9.9,23,"S-119",,"Cert:40488 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",1,"W",33,45.43777847,-122.80548095,"02/28/2003",,"Low","5/20/2017"
"OR00954","GOLLIDAY, PAUL",13,13,"G-26",,"Cert:42426 OR *",,2,"MARI",16,"NW REGION","WM",8,"S",1,"W",18,44.87115859,-122.85569763,"07/15/2014",2020,"Low","5/20/2017"
"OR00957","ZAGELOW DAM",20.5,23.5,"Z-5",,"Cert:40718 OR *","Christensen",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",26,45.44813919,-123.0247879,"11/04/2010",2016,"Low","5/20/2017"
"OR00961","NEW ENGLAND BOLT AND THREAD RESERVOIR",15,270,"N-11",,"Cert:39018 OR *","North Yamhill River",2,"YAMH",16,"NW REGION","WM",3,"S",4,"W",28,45.28163611,-123.19256388,"null",2015,"Low","5/20/2017"
"OR00962","Walters, Glenn #2 - Small",19,17,"W-91","R-5442","Cert:46106 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",21,45.47591018,-123.05438232,"11/12/2010",2016,"Low","5/20/2017"
"OR00963","JENKINS",12,18,"J-2",,"Cert:43434 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",12,45.49375915,-122.99797058,"10/20/2016",2022,"Low","5/20/2017"
"OR00968","DAVISON, DALE",22.8,31.6,"D-20",,"Cert:48069 OR *",,2,"POLK",16,"NW REGION","WM",6,"S",5,"W",34,45.006875,-123.29279166,"02/25/2016",2022,"Low","5/20/2017"
"OR00969","BUELL, STANFORD",13,26,"B-16",,"Cert:42718 OR *",,16,"DOUG",15,"SW REGION","WM",28,"S",6,"W",5,43.16643905,-123.43749237,"01/07/2010",2016,"Low","5/20/2017"
"OR00971","FINDLAY RESERVOIR",10,9.5,"F-29",,"Cert:40128 OR *",,2,"MARI",16,"NW REGION","WM",9,"S",3,"W",16,44.79,-123.06987,"NSI","NSI","Low","5/20/2017"
"OR00972","MARTIN DAM (YAMHILL)",16,30.5,"M-104",,"Cert:47124 OR *","Unnamed Trib; North Yamhill",2,"YAMH",16,"NW REGION","WM",3,"S",4,"W",29,45.2799797,-123.20984649,"03/11/2016",2022,"Low","5/20/2017"
"OR00973","SCHMADEKE",15.5,49,"S-8",,"Cert:41908 OR *","Unnamed Trib/ Cueter Creek",2,"WASH",18,"NW REGION","WM",2,"N",4,"W",16,45.66341018,-123.18639373,"12/07/2016",2022,"Low","5/20/2017"
"OR00981","PIHL RESERVOIR",13,19,"P-4",,"Cert:40160 OR *","Unnamed Trib West Fork Dairy Creek",2,"WASH",18,"NW REGION","WM",2,"N",4,"W",2,45.69200134,-123.15498352,"03/18/2015",2021,"Low","5/20/2017"
"OR00983","GREEN CREST RESERVOIR",21,12.5,"G-30",,"Cert:50748 OR *",,2,"YAMH",16,"NW REGION","WM",5,"S",6,"W",35,45.08702087,-123.39324951,"03/30/2016",2022,"Low","5/20/2017"
"OR00997","FRERES LOG POND",10,32,"LP-93",,"Cert:17017 OR *","North Santiam River",2,"LINN",16,"NW REGION","WM",9,"S",2,"E",19,44.77000045,-122.61000061,"07/02/2014",2020,"Low","5/20/2017"
"OR00998","MT. JEFFERSON LUMBER LOG POND",14,48,"LP-33",,"Cert:17017 OR *","North Santiam River",2,"LINN",16,"NW REGION","WM",9,"S",2,"E",19,44.77220916,-122.61248779,"07/02/2014",2017,"Low","5/20/2017"
"OR01007","LARSEN LUMBER COMPANY LOG POND",18,11,"LP-49",,"Cert:29315 OR *","Unnamed",2,"CLAC",20,"NW REGION","WM",4,"S",5,"E",18,45.22135162,-122.2394638,"09/14/2010",,"Low","5/20/2017"
"OR01009","ABE EDIGER RESERVOIR",18,47,"E-21",,"Cert:30892 CR *",,2,"POLK",16,"NW REGION","WM",7,"S",5,"W",22,44.94216156,-123.27999114,"02/16/2016",2022,"Low","5/20/2017"
"OR01012","ADAIR POND",17,43,"A-20",,"Cert:60679 OR *","Trib to Callaway Creek",2,"BENT",16,"NW REGION","WM",10,"S",4,"W",30,44.66611862,-123.21956634,"03/24/2016",2022,"Low","5/20/2017"
"OR01016","AEBI RESERVOIR",15,11,"A-15",,"Cert:39584 OR *","Salt Creek, Trib to",2,"YAMH",16,"NW REGION","WM",4,"S",4,"W",10,45.24074791,-123.16154767,"09/24/2012",2018,"Low","5/20/2017"
"OR01020","Alderwood",19,12,"A-12","R-2453","Cert:33623 OR *",,2,"LANE",2,"NW REGION","WM",18,"S",6,"W",24,43.99507141,-123.35386657,"03/26/2013",2019,"Low","5/20/2017"
"OR01034","Alvin Meury Dam",14,16,"M-39","R-1970","Cert:28752 OR *","Springs, Trib East  Dairy Creek",2,"WASH",18,"NW REGION","WM",1,"N",4,"W",9,45.58855056,-123.17931365,"10/26/2010",2016,"Low","5/20/2017"
"OR01057","Armstrong Canyon Dam",16,42,"A-10","R-1566","Cert:28658 OR *","Armstrong Canyon",12,"HARN",10,"E REGION","WM",22,"S",32,"E",17,43.66421127,-118.9036026,"NSI","NSI","Low","5/20/2017"
"OR01059","ARNOLDUS LOOP",15,28.8,"A-14",,"Cert:36683 OR *","Grande Ronde River",8,"UNIO",6,"E REGION","WM",1,"S",39,"E",33,45.43658828,-117.93950653,"10/05/2012",2018,"Low","5/20/2017"
"OR01085","BAD NEWS RESERVOIR",16.9,24.1,"B-43",,"Cert:68589 CR *","Crooked Creek, Trib to",11,"MALH",9,"E REGION","WM",35,"S",40,"E",32,42.46112823,-117.83647155,"NSI","NSI","Low","5/20/2017"
"OR01092","BAKER RESERVOIR",10,20,"B-26",,,"Crew Springs",9,"BAKE",8,"E REGION","WM",8,"S",41,"E",15,44.86832809,-117.67524719,"04/19/2017",2023,"Low","5/20/2017"
"OR01134","Beaver Pond Dam (Wheeler)",30.5,120,"B-69","R-10786","Cert:83218 OR *","Rock Creek, Trib to",6,"WHEE",4,"NC REGION","WM",13,"S",24,"E",15,44.43870925,-119.81626892,"05/08/2013",2019,"Low","5/20/2017"
"OR01157","Bentz Bros. Pond 3",22,31.7,"B-25","R-5136","Cert:40790 OR *","Unnamed; Trib to Thomas Creek",2,"LINN",2,"NW REGION","WM",10,"S",1,"E",18,44.70645904,-122.72766876,"11/15/2010",2016,"Low","5/20/2017"
"OR01158","Berger Lake",14,45,"B-96","R-1119","Cert:23145 OR *","Pringle Creek",2,"MARI",16,"NW REGION","WM",8,"S",3,"W",3,44.90243148,-123.04776763,"01/28/2015",2018,"Significant","5/20/2017"
"OR01172","BIG FLAT RESERVOIR",16,46,"B-108",,"Cert:63108 OR *","Malheur River, Trib to",10,"MALH",9,"E REGION","WM",17,"S",38,"E",33,44.05333328,-118.05999755,"NSI","NSI","Low","5/20/2017"
"OR01181","BIG TWIN RESERVOIR",19,10,"B-34",,"Cert:66750 OR *","Sand Hollow Creek, Trib to",10,"MALH",9,"E REGION","WM",20,"S",43,"E",22,43.81972885,-117.45374298,"NSI","NSI","Low","5/20/2017"
"OR01182","Bigham",16,20,"B-39","R-2016","Cert:32092 OR *",,15,"JACK",13,"SW REGION","WM",35,"S",2,"W",22,42.50907135,-122.93372344,"12/12/2008",2016,"Low","5/20/2017"
"OR01206","Blaylock Reservoir #3",24,12,"B-63","R-10617","Cert:82357 OR *","Off Channel",10,"MALH",10,"E REGION","WM",24,"S",37,"E",20,43.46620178,-118.20570373,"10/08/2014",2020,"Low","5/20/2017"
"OR01234","Borris Reservoir",14,22,"B-80","R-9398","Cert:67762 OR *","Daak Creek",2,"LANE",2,"NW REGION","WM",19,"S",5,"W",21,43.89722824,-123.28919219,"06/13/2012",2018,"Low","5/20/2017"
"OR01235","Botens Reservoir",17,54,"B-20","R-1717","Cert:27535 OR *","Klamath",14,"KLAM",17,"SC REGION","WM",39,"S",8,"E",14,42.18180847,-121.84145355,"08/07/2003",2009,"Low","5/20/2017"
"OR01244","BOURLAND RESERVOIR",22,24,"B-46",,"Cert:35270 OR *",,2,"YAMH",16,"NW REGION","WM",4,"S",4,"W",2,45.24583435,-123.13610839,"11/10/2015",2022,"Low","5/20/2017"
"OR01253","BREMER RESERVOIR",22,27,"B-33",,"Cert:22820 OR *",,2,"CLAC",16,"NW REGION","WM",5,"S",1,"E",18,45.13809967,-122.72914886,"07/30/2012",2018,"Low","5/20/2017"
"OR01270","BROWN-HARLAND RESERVOIR",20.5,29,"B-45",,,"Basket Slough, Trib to",2,"POLK",16,"NW REGION","WM",7,"S",5,"W",23,44.94456863,-123.27091217,"04/01/2010",2016,"Low","5/20/2017"
"OR01284","BUCKNER RESERVOIR",13,18.2,"B-22",,"Cert:44618 OR *","Lone Pine Creek",5,"JEFF",11,"SC REGION","WM",13,"S",14,"E",33,44.39210891,-121.04943847,"07/28/2015",2021,"Low","5/20/2017"
"OR01291","BUHLER, GORDON RESERVOIR",17,14.4,"B-32",,,"Salt Creek",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",31,45.00600814,-123.34436798,"03/26/2015",2021,"Low","5/20/2017"
"OR01296","BULL FROG LAKE",15,21.5,"B-23",,"Cert:35208 OR *","Abernathy Creek",2,"CLAC",20,"NW REGION","WM",2,"S",2,"E",34,45.35181045,-122.55090332,"10/21/2016",2022,"Low","5/20/2017"
"OR01307","BURR",22,22,"B-92",,"Cert:85298 OR *","West Branch Ash Swale",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",34,45.01313018,-123.28089141,"03/07/2014",2020,"Low","5/20/2017"
"OR01310","BUSH RESERVOIR",13,29.8,"B-21",,"Cert:37560 OR *","Sams Creek (Rogue River)",15,"JACK",13,"SW REGION","WM",35,"S",2,"W",32,42.48994064,-122.97133636,"10/28/2010",2016,"Low","5/20/2017"
"OR01317","BYE RESERVOIR",17,13,"B-56",,"Cert:33747 OR *",,2,"MARI",16,"NW REGION","WM",7,"S",1,"W",6,44.9959793,-122.8492279,"09/21/2015",2021,"Low","5/20/2017"
"OR01324","CALLUMBAUGH RESERVOIR",13.4,14.2,"C-13",,"Cert:76830 CR *","Dry Creek, Trib to",11,"MALH",9,"E REGION","WM",35,"S",44,"E",2,42.53408813,-117.29200744,"NSI","NSI","Low","5/20/2017"
"OR01340","Carroll Reservoir",25,45,"C-39","R-1561","Cert:33181 OR *","Noti Creek",2,"LANE",2,"NW REGION","WM",18,"S",6,"W",23,43.99328994,-123.38511657,"03/26/2013",2019,"Low","5/20/2017"
"OR01341","CASCADE-HARPER  RESERVOIR",20.5,11,"C-45",,"Cert:74238 OR *","Unnamed Trib Crooked Creek",11,"MALH",9,"E REGION","WM",37,"S",43,"E",20,42.34423828,-117.70139312,"NSI","NSI","Low","5/20/2017"
"OR01351","Cedar Grove Lake",11,14.2,"C-101","R-5263","Cert:36732 OR *","Sorenson",2,"CLAC",20,"NW REGION","WM",5,"S",2,"E",12,45.14548873,-122.50614166,"01/23/2014",2017,"Significant","5/20/2017"
"OR01353","CEMETERY RESERVOIR",22,14,"C-38",,"Cert:28500 OR *","Hall Creek",2,"WASH",18,"NW REGION","WM",1,"S",1,"W",1,45.50709915,-122.75720977,"03/01/2016",2022,"Low","5/20/2017"
"OR01363","Charley Horse Reservoir",26,48,"C-42","R-4138","Cert:39138 OR *","Iron Gulch Creek",15,"JACK",13,"SW REGION","WM",38,"S",3,"E",2,42.29164886,-122.43216705,"02/10/2010",2016,"Low","5/20/2017"
"OR01364","Chase 1 Reservoir",14,25,"C-40","R-1600","Cert:86565 CF *","Larch Creek",4,"WASC",3,"NC REGION","WM",2,"S",13,"E",16,45.39902877,-121.19168853,"12/08/2015",2021,"Low","5/20/2017"
"OR01366","CHERRY CREEK RESERVOIR",10,9.5,"C-17",,"Cert:62913 OR *","Cherry Creek",11,"MALH",9,"E REGION","WM",34,"S",46,"E",21,42.57987976,-117.07565307,"NSI","NSI","Low","5/20/2017"
"OR01371","CAVIETA RESERVOIR (BLM)",19.9,23.6,"C-11",,"Permit: R  8786 *","Owyhee River, Trib to",11,"MALH",9,"E REGION","WM",39,"S",46,"E",2,42.21149063,-117.29411315,"NSI","NSI","Low","5/20/2017"
"OR01380","Circle W Reservoir",22,13.9,"C-71","R-12450",,"Clear Creek",15,"JOSE",14,"SW REGION","WM",37,"S",8,"W",35,42.3154602,-123.61602783,"03/01/2013",2019,"Low","5/20/2017"
"OR01383","Circle S Reservoir",14,16,"S-22","R-973","Cert:20954 OR *",,2,"LANE",2,"NW REGION","WM",18,"S",3,"W",30,43.97529983,-123.09467315,"03/01/2013",2019,"Low","5/20/2017"
"OR01385","Rainier City Reservoir",25,14.5,"R-13","R-1319","Cert:23348 OR *","Fox Creek",1,"COLU",18,"NW REGION","WM",7,"N",2,"W",28,46.06565093,-122.93566131,"10/24/2014",2017,"Significant","5/20/2017"
