dam_ID,dam_name,dam_height,storage,file,permit,water_right,exempt_category,river,basin,county,wm_district,wm_region,meridian,township,township_char,range,range_char,sctn,latitude,longitude,last_inspection_state,next_inspection,hazard
OR00183,Hult Log Storage Pond,34,481,LP-14,R-965,Cert:79437 CF *,FEDERAL,Upper Lake Creek,18,LANE,2,NW REGION,WM,15,S,7,W,26,44.2402687,-123.49481964,,,H
OR00184,Withers Dam,20,50,W-76,,,,Withers Creek,13,LAKE,12,SC REGION,WM,33,S,17,E,28,42.68059921,-120.70182037,2011-07-14,2017,L
OR00186,Three Mile Flat Reservoir,25,1351,W-20c,R-980,Cert:31257 OR *,,Dry Wash,14,KLAM,17,SC REGION,WM,41,S,14,E,3,42.03939056,-121.16522216,2011-07-26,2017,L
OR00187,Sugarloaf Reservoir,27,270,S-21,R-983,Cert:26284 OR *,,"Elk Creek, Trib to",9,BAKE,8,E REGION,WM,6,S,46,E,5,45.06830978,-117.11463165,2014-07-11,2020,L
OR00188,Vane Ranch Reservoir,32,75,V-2,R-990,Cert:20604 OR *,,Birch Creek,10,MALH,9,E REGION,WM,15,S,44,E,13,44.26382064,-117.26828002,2012-09-19,2018,L
OR00189,Ketchum,34.5,160,K-20,R-3131,Cert:32494 OR *,,,4,HOOD,3,NC REGION,WM,1,N,11,E,33,45.5326004,-121.43955993,2013-10-11,2019,L
OR00191,Pine Creek Dam (Crook),35,80,P-13,R-1001,Cert:31944 OR *,,Pine Creek,5,CROO,11,SC REGION,WM,17,S,19,E,13,44.09637832,-120.39508056,2011-01-27,2017,L
OR00192,"McFall, John Reservoir",21,120,M-19,R-1003,Cert:27339 OR *,,Wright Creek,14,KLAM,17,SC REGION,WM,40,S,12,E,11,42.1126213,-121.38471221,2012-11-28,2018,L
OR00193,N. Fk. Indian Creek Reservoir,51,700,I-2,R-1004,Cert:33453 OR *,,North Fork Indian Creek,10,MALH,9,E REGION,WM,18,S,39,E,3,44.03292083,-117.91651916,2012-09-17,2018,L
OR00194,Murphy Dam,60,1203,G-3,R-1005,Cert:27026 OR *,,Bendire Creek,10,MALH,9,E REGION,WM,18,S,38,E,19,43.98606109,-118.09191131,2015-07-21,2021,L
OR00195,Flynn Reservoir,16,252,F-36,R-1013,Cert:27138 OR *,,Mapes Creek,13,LAKE,12,SC REGION,WM,38,S,22,E,13,42.27777862,-120.06999969,2011-08-05,2017,L
OR00196,Laird Reservoir,21,67,L-5,R-11769,Cert:86086 OR *,,Sag Creek,9,BAKE,8,E REGION,WM,8,S,46,E,28,44.83892059,-117.09156036,2015-03-24,2021,L
OR00197,Sun Studs Log Pond,16,80,LP-35,R-1039,Cert:22126 OR *,,South Umpqua River,16,DOUG,15,SW REGION,WM,27,S,6,W,35,43.18333435,-123.3666687,2014-10-28,2017,S
OR00198,Vaughn Log Pond,12,132,LP-17,R-1041,Cert:91253 CF *,,Noti Creek,2,LANE,2,NW REGION,WM,18,S,6,W,8,44.02251052,-123.43611145,2013-08-08,2016,S
OR00200,Pony Creek - Upper,77,6245,P-14,R-12870,Permit: R  12870 *,,Pony Creek,17,COOS,19,SW REGION,WM,25,S,13,W,28,43.36841964,-124.2576065,2015-09-30,2016,H
OR00201,Myrtle Pt. Veneer Company Log Pond,10,80,NID-50,R-1067,Cert:22993 OR *,Small,Coquille River,17,COOS,19,SW REGION,WM,28,S,12,W,32,43.09666824,-124.15333557,1988-07-01,,L
OR00202,Johnson Log Sorting Pond,11,491,LP-3,R-1073,Cert:22795 OR *,,Coquille River,17,COOS,19,SW REGION,WM,28,S,13,W,24,43.13164901,-124.19046783,2009-01-16,2015,L
OR00203,Little River Log Pond,17,253,LP-18,R-1076,Cert:20642 OR *,,Little River,16,DOUG,15,SW REGION,WM,26,S,3,W,29,43.28102874,-123.09017181,1991-08-16,,L
OR00204,Gardener Reservoir,65,142,G-16,R-1087,Cert:24601 OR *,,"Long Branch, South Fork",15,JACK,13,SW REGION,WM,36,S,2,E,16,42.43764114,-122.58307647,2015-04-22,2018,S
OR00207,Obenchain Reservoir,26,1100,O-7,R-1092,Cert:40660 OR *,,Rock & Fritz Creeks,14,KLAM,17,SC REGION,WM,36,S,14,E,12,42.46855163,-121.00447845,2010-11-04,2016,L
OR00208,Logan Butte Reservoir,36,330,L-8,R-1102,Cert:28551 OR *,,Middle Fork Camp Creek,5,CROO,11,SC REGION,WM,19,S,20,E,15,43.92253875,-120.31584167,2013-01-09,2019,L
OR00209,Miller Reservoir (Wasco),30,106,M-22,R-1104,Cert:24275 OR *,,Unnamed Trib/White River,5,WASC,3,NC REGION,WM,5,S,11,E,12,45.14994049,-121.37268829,2013-05-15,2019,L
OR00210,Skookum Lake Reservoir,40,700,S-63,R-4532,Permit: R  4532 *,,Fawcett Creek,1,TILL,1,NW REGION,WM,2,S,8,W,19,45.3742218,-123.70700836,2015-06-10,2016,H
OR00211,Fish Lake (Baker),22,825,F-4,R-1116,Cert:35414 OR *,,Lake Fork Creek,9,BAKE,8,E REGION,WM,6,S,46,E,16,45.04489898,-117.087677,2012-10-05,2018,L
OR00212,Willow Creek Dam (Jackson),54,10000,W-29,R-118,,,Willow & Four Bit Creeks,15,JACK,13,SW REGION,WM,35,S,3,E,34,42.47919082,-122.44938659,2015-12-01,2016,H
OR00213,Bonnie View Dam,38,750,B-19,R-6551,Cert:50268 OR *,,Horse Heaven Creek,5,CROO,11,SC REGION,WM,16,S,19,E,16,44.188591,-120.45384216,2015-07-23,2018,S
OR00215,Corder Log Pond,12,56,LP-4,R-1155,Cert:22799 OR *,,Judd Creek,16,DOUG,15,SW REGION,WM,30,S,6,W,12,42.97153091,-123.35614013,2009-11-24,2015,L
OR00216,Kuehne Dam,38,110,K-10,R-1157,Cert:23948 OR *,,"Chehalem Creek, Trib to",2,YAMH,16,NW REGION,WM,3,S,3,W,20,45.29838943,-123.08116912,2013-02-25,2016,S
OR00217,Evans Reservoir (Wasco),13,135,E-11,R-1160,Cert:24735 OR *,,Dry Fork Three Mile Creek,4,WASC,3,NC REGION,WM,1,S,12,E,4,45.51488113,-121.30236816,2012-11-06,2018,L
OR00218,Grizzley Creek Reservoir No. 2,10,360,G17b,R-1163,Cert:75586 CF *,,North Fork Grizzley Creek,14,JACK,13,SW REGION,WM,38,S,4,E,6,42.29378128,-122.40357208,2008-08-22,2014,L
OR00219,Kivett 3,26,45,K-29c,R-1176,Cert:29938 OR *,,Birch Creek,10,BAKE,9,E REGION,WM,14,S,43,E,15,44.34775161,-117.43045806,2012-10-03,2018,L
OR00220,Wolf Creek Reservoir,125,12000,W-62,R-5776,Permit: R  5776 *,,Wolf Creek and Anthony Creek,9,UNIO,8,E REGION,WM,6,S,38,E,11,45.0523796,-118.01889801,2015-08-26,2016,H
OR00221,Jones Reservoir,21,160,J-6,R-1178,Cert:27646 OR *,,Duck Creek/Trib Wolf Creek,10,HARN,10,E REGION,WM,18,S,33.5,E,33,43.96974182,-118.65303039,2012-05-18,2018,L
OR00222,Yankee Reservoir (Gardener Reservoir),55,1100,Y-6,R-1184,Cert:23529 OR *,,Yankee Creek,15,JACK,13,SW REGION,WM,36,S,1,E,28,42.41154861,-122.7158966,2015-04-21,2021,H
OR00223,Fort Creek Reservoir,20,300,F-13,R-1220,Cert:31529 OR *,,Fort Creek,6,WHEE,4,NC REGION,WM,12,S,24,E,19,44.50875091,-119.88385009,2013-05-08,2019,L
OR00225,Big Creek Reservoir #1 (Lower),21,272,B-28a,R-1236,Cert:21358 OR *,,Big Creek,18,LINC,1,NW REGION,WM,10,S,11,W,33,44.65491104,-124.04379272,2015-05-19,2016,H
OR00226,Widman Reservoir,30,100,W-31,R-1238,Cert:83992 CF *,,West Fork Love Creek,9,BAKE,8,E REGION,WM,9,S,43,E,27,44.7509613,-117.43492889,2009-04-16,2015,L
OR00227,Star Creek,25,160,S-25,R-1253,Cert:27858 OR *,,Star Creek,10,MALH,9,E REGION,WM,25,S,39,E,8,43.41807937,-117.96405792,2011-08-23,2017,L
OR00228,Chickahominy Reservoir,36,9000,C-35,R-1256,Cert:39832 CF *,,Chickahominy Creek,12,HARN,10,E REGION,WM,23,S,26,E,28,43.54447937,-119.6135025,2014-07-15,2017,S
OR00229,Cole and Forrester,35,122,C-36,R-1275,Cert:22134 OR *,,Unnamed,2,YAMH,16,NW REGION,WM,4,S,3,W,8,45.23366165,-123.0923767,2009-02-10,2015,L
OR00231,Hickory Hill Farm,29,65,H-13,R-1280,Cert:21583 OR *,,Unnamed Branch of Chehalem Creek,2,YAMH,16,NW REGION,WM,3,S,3,W,16,45.31699444,-123.06178333,2013-03-11,2016,S
OR00232,Johnson Creek Reservoir (Crook),44,430,J-5,R-1303,Cert:28811 OR *,,Johnson Creek,5,CROO,11,SC REGION,WM,14,S,16,E,24,44.34186935,-120.75550842,2015-10-05,2016,H
OR00233,Griffin Creek Dam,44,600,G-15,R-1312,Cert:26570 OR *,,Griffin Creek,10,HARN,10,E REGION,WM,19,S,34,E,28,43.88653945,-118.54120635,2013-10-17,2016,S
OR00234,Piute Reservoir,40,1250,P-15,R-1330,Cert:34049 OR *,FEDERAL,Piute Creek,12,LAKE,10,E REGION,WM,40,S,27,E,29,42.06832122,-119.55758666,,,L
OR00235,Little Willow Creek Reservoir,43,1140,W-14,R-1333,Cert:36063 OR *,,Little Willow Creek,5,JEFF,11,SC REGION,WM,11,S,15,E,12,44.62828826,-120.87194061,2014-05-27,2020,L
OR00236,Fox Reservoir,25,120,F-14,R-1348,Cert:22433 OR *,,"Drift Creek, Trib to",2,MARI,16,NW REGION,WM,7,S,1,E,31,44.91439819,-122.72676849,2013-02-15,2019,L
OR00237,Oswego Lake Dam,32,9800,O-19,PC-97,Cert:29248 OR *,,Tualatin River (offstream),2,CLAC,18,NW REGION,WM,2,S,1,E,10,45.41025161,-122.66795349,2014-03-12,2017,S
OR00239,Pole Creek,58,2200,P-9,R-1364,Cert:63622 OR *,,Pole & Blacks Creek,10,MALH,9,E REGION,WM,15,S,42,E,22,44.25166702,-117.55333709,2015-08-26,2016,H
OR00240,Harpold Reservoir,58,750,H-51,R-1368,Cert:27349 OR *,,Wright Creek,14,KLAM,17,SC REGION,WM,40,S,12,E,13,42.10166549,-121.34999847,2014-10-21,2020,L
OR00241,Brewer Reservoir (Jefferson),30,1900,B-88,R-1376,Cert:36065 OR *,,Hay Creek,5,JEFF,11,SC REGION,WM,11,S,15,E,22,44.59732818,-120.92703247,2014-05-27,2017,S
OR00242,Kluchman Creek Dam,35,90,K-9,R-1378,Cert:29101 OR *,,Kluchman Creek,5,CROO,11,SC REGION,WM,18,S,19,E,20,43.99274826,-120.46492767,2013-08-13,2017,L
OR00243,Albertson Reservoir (Lake),28,1600,A-8,R-1380,Cert:28861 OR *,,"Willow Creek, North Fork of",14,LAKE,12,SC REGION,WM,41,S,16,E,3,42.04264831,-120.80534362,2015-08-12,2021,L
OR00245,Faraday Forebay,44,675,F-40,HE-203,,FEDERAL,Clackamas River,2,CLAC,20,NW REGION,WM,3,S,4,E,33,45.25186157,-122.29872894,,,H
OR00246,Walch Dam,65,1300,W-34,R-1459,Cert:34354 OR *,,Indian & Dyer Creeks+Bear Gulc,15,JACK,13,SW REGION,WM,34,S,1,E,20,42.6020317,-122.72956848,2010-06-22,2016,L
OR00247,"Stanley, Charles W. Reservoir",41,380,S-31,R-1460,Cert:31447 OR *,,"Little Butte Creek, Trib to",15,JACK,13,SW REGION,WM,36,S,1,E,12,42.45602035,-122.65215301,2010-01-28,2016,L
OR00248,Fisher-Joe Reservoir,51,700,F-11,R-1468,Cert:22145 OR *,,Lytle Creek,5,CROO,11,SC REGION,WM,13,S,15,E,26,44.41186904,-120.90238189,2015-10-05,2016,H
OR00249,Booth Kelly Lumber Pond (Lagoon),10,144,LP-1,R-1487,Cert:23952 OR *,,Mosby Creek,2,LANE,2,NW REGION,WM,22,S,2,W,9,43.67486953,-122.94487762,2010-11-16,2016,L
OR00250,Hells Canyon Dam,320,2e+05,H-6,HE-189,App: HE 189 *,FEDERAL,Snake River,8,WALL,6,E REGION,WM,4,S,49,E,4,45.24303817,-116.70121002,,,H
OR00251,Ford Farms Reservoir,22,60,F-15,R-1516,Cert:33936 OR *,,Coyote Creek,2,LANE,2,NW REGION,WM,18,S,5,W,22,43.99066162,-123.28137969,2013-05-22,2016,S
OR00252,Burkhalter #2,12,67,B-84,R-1518,Cert:23170 OR *,,"Tualatin River, Trib to (offst",2,WASH,18,NW REGION,WM,1,S,2,W,19,45.46442031,-122.99128723,2013-01-29,2016,S
OR00253,Blevin Dam,23,550,B-17,R-1527,Cert:38169 OR *,,Dry Creek,11,MALH,9,E REGION,WM,33,S,42,E,16,42.68632888,-117.56102752,2011-08-01,2017,L
OR00254,Rock House Reservoir (Malheur),22,391,R-38,R-1528,Cert:38170 OR *,,Dry Creek,11,MALH,9,E REGION,WM,33,S,42,E,5,42.7052803,-117.57306671,2011-08-01,2017,L
OR00256,"Odell, Ben",14,254,O-27,R-1549,Cert:21857 OR *,,Black Canyon Creek,11,MALH,9,E REGION,WM,26,S,42,E,29,43.27951812,-117.60610198,2012-06-16,2018,L
OR00257,Fritz Reservoir,18,180,F-19,R-1553,Cert:31367 OR *,,Fritz Creek,14,KLAM,17,SC REGION,WM,36,S,14,E,15,42.44712066,-121.04151916,2010-11-04,2016,L
OR00258,Oxbow Hydro Dam,205,58200,O-6,HE-161,,FEDERAL,Snake River,0,BAKE,8,E REGION,WM,7,S,48,E,9,44.97037124,-116.83512115,,,H
OR00259,Buether Upper Reservoir,36,60,B-30a,R-1567,Cert:26137 OR *,,Cottonwood Canyon,5,SHER,3,NC REGION,WM,3,S,16,E,33,45.26581954,-120.82116699,2015-12-08,2021,L
OR00260,Ettinger Pond,16,65,E-15,R-1570,Cert:26750 OR *,,Gordon Creek,2,WASH,18,NW REGION,WM,1,S,2,W,16,45.48862075,-122.93006134,2014-02-20,2017,S
OR00261,King Reservoir,25,300,K-14,R-1575,Cert:26850 OR *,FEDERAL,Camp Creek,5,CROO,11,SC REGION,WM,13,S,20,E,21,44.43680953,-120.33728027,,,S
OR00262,Dober Reservoir,23,106,D-28,R-10505,Cert:63320 OR *,,Davis Creek,2,WASH,18,NW REGION,WM,1,S,3,W,26,45.46109008,-123.03076171,2013-01-30,2016,S
OR00263,Winchester Dam,17,700,W-1a,PC-867,,,North Umpqua River,16,DOUG,15,SW REGION,WM,26,S,6,W,24,43.28398895,-123.35392761,2015-12-02,2016,H
OR00265,Rock Creek Lake (Wheeler),45,2600,R-7,R-1635,Cert:37253 OR *,,Rock Creek - West Fork,6,WHEE,4,NC REGION,WM,13,S,24,E,22,44.42675018,-119.82639312,2013-05-08,2019,L
OR00266,Neil Creek Reservoir,37,81,E-12,R-1639,Cert:26235 OR *,,Neil Creek,2,MARI,16,NW REGION,WM,9,S,3,W,3,44.81483078,-123.03263092,2012-05-24,2015,S
OR00267,Walterville Pumped S. Pond,12,390,W-30b,R-1640,Cert:27663 OR *,FEDERAL,McKenzie River & Jameson Creek,2,LANE,2,NW REGION,WM,17,S,1,W,21,44.0688591,-122.81511688,,,H
OR00268,Smyth s Creek Dam,23.5,160,S-37,R-1641,Cert:26237 OR *,,Smyth s Creek,12,HARN,10,E REGION,WM,29,S,33,E,13,43.05780029,-118.60147094,2012-05-22,2018,L
OR00269,Wheaton Creek Reservoir,12,82,W-23,R-1642,Cert:26857 OR *,,Wheaton Creek,10,MALH,9,E REGION,WM,16,S,39,E,25,44.15142059,-117.87435913,2012-08-23,2018,L
OR00271,Bump Farm Reservoir,38,97,B-35,R-1660,Cert:31922 OR *,,"East Dairy Creek, Trib to",2,WASH,18,NW REGION,WM,3,N,3,W,29,45.71403121,-123.08497619,2009-10-29,2015,L
OR00273,Silver Falls Log Pond (Marion),14,68,LP-47,R-1666,Cert:28248 OR *,,"Abiqua Creek, Trib to",2,MARI,16,NW REGION,WM,6,S,1,W,26,45.02166748,-122.77999877,2012-03-03,2018,L
OR00274,Sutherlin Mill (Fords Pond),18,1040,LP-34,R-1669,Cert:87889 CF *,,Calapooya Creek,16,DOUG,15,SW REGION,WM,25,S,6,W,13,43.39577865,-123.36907958,2014-10-28,2020,L
OR00276,Wickiup Reservoir (USBR),100,216500,W-10,R-1677,Cert:51229 OR *,FEDERAL,Deschutes River,5,DESC,11,SC REGION,WM,22,S,9,E,7,43.68404006,-121.68927001,,,H
OR00277,Greaser Lake Reservoir,10,20000,G-21,R-1678,Cert:80716 OR *,,Twenty Mile Creek,13,LAKE,12,SC REGION,WM,39,S,25,E,17,42.18466186,-119.81166839,2015-10-28,2021,L
OR00278,Nelson Reservoir No. 1,34,92,N-7,R-1683,Cert:36284 OR *,,Coal Mine Creek,15,JACK,13,SW REGION,WM,37,S,1,W,10,42.37218856,-122.80326843,2012-02-02,2018,L
OR00279,Crane Prairie,32,82300,C-8,R-1687,Cert:76685 CF *,FEDERAL,West Fork Deschutes River,5,DESC,11,SC REGION,WM,21,S,8,E,16,43.75513839,-121.7847824,,,H
OR00281,Acme Timber Company Mill Pond,28,280,LP-81,R-1725,Cert:23373 OR *,FEDERAL,Bull Creek,2,CLAC,20,NW REGION,WM,5,S,6,E,34,45.0920906,-122.06710815,,,L
OR00282,Hatfield (Spaulding),33,29,H-16,R-1729,Cert:28981 OR *,,South Fork Cambell Creek,2,WASH,18,NW REGION,WM,2,S,3,W,2,45.42869186,-123.01938629,2005-09-23,2011,L
OR00283,Wilson Reservoir No. 1,32,100,W-25,R-1731,Cert:31108 OR *,,Bronx Canyon,5,SHER,3,NC REGION,WM,4,S,17,E,29,45.18748855,-120.72422027,2011-09-21,2017,L
OR00284,Barnes Butte Reservoir,28,420,B-38,R-1734,Cert:28815 OR *,,Trib to Ochoco Creek,5,CROO,11,SC REGION,WM,14,S,16,E,28,44.3266716,-120.82611846,2015-10-05,2016,H
OR00285,Oregon End Dam,16,250,O-9,R-1736,,,Rincon Creek,12,HARN,10,E REGION,WM,40,S,33,E,35,42.05027008,-118.80171203,2012-09-07,2018,L
OR00286,Skou Reservoir,20,114,S-45,R-1744,Cert:28332 OR *,,Run-Off from Upper Table Rock,15,JACK,13,SW REGION,WM,35,S,2,W,26,42.49222183,-122.91596984,2014-09-04,2020,S
OR00287,Haystack Equalizing Pond,91,7280,H-26,R-1754,Cert:51230 OR *,FEDERAL,Deschutes River,5,JEFF,11,SC REGION,WM,12,S,13,E,27,44.49898147,-121.15532684,,,H
OR00289,Walker (Bryan Creek),35,209,W-27,R-12495,Cert:89666 OR *,,Bryan Creek,2,YAMH,16,NW REGION,WM,3,S,3,W,2,45.33666992,-123.02738189,2013-03-05,2016,S
OR00292,Antelope Dam,16,1400,A-4,R-1804,Cert:28680 OR *,,Antelope Creek,14,KLAM,17,SC REGION,WM,41,S,14.5,E,2,42.04774856,-121.02288055,2015-08-12,2021,L
OR00293,Shaw Dam and Dikes (Union),48,504,S-43,R-1810,Cert:31811 OR *,,"Little, Dry, & Gussie Creeks,Trib/Powder",9,UNIO,8,E REGION,WM,5,S,39,E,31,45.09447097,-117.99131774,2011-04-26,2017,L
OR00294,Thompson (Benton),41,450,T-19,R-1822,Cert:22296 OR *,,Bark Creek,2,BENT,16,NW REGION,WM,12,S,7,W,6,44.55944061,-123.58155059,2011-03-16,2014,S
OR00295,Woolfolk Reservoir,47,700,W-37,R-1828,,,School House Creek,15,JACK,13,SW REGION,WM,35,S,1,E,34,42.47777938,-122.69753265,2014-08-27,2017,S
OR00296,Dollar Mill Pond,10,150,LP-9,R-1831,Cert:26252 OR *,,Off Channel; Windy Creek,16,DOUG,15,SW REGION,WM,32,S,6,W,33,42.74061965,-123.41945648,2012-12-19,2015,S
OR00297,Vandehey Reservoir,10,69,V-16,R-1834,Cert:26477 OR *,,West Dairy Creek,2,WASH,18,NW REGION,WM,1,N,3,W,18,45.57649993,-123.09722137,2010-10-26,2016,L
OR00299,Drain Plywood Log Pond,13,176,LP-8,R-1859,Cert:30261 OR *,,Elk Creek,16,DOUG,15,SW REGION,WM,22,S,5,W,17,43.65835189,-123.32807159,2012-01-17,2015,S
OR00300,Bull Run Lake Dam,55,14500,B-82,,,FEDERAL,Bull Run River,3,MULT,20,NW REGION,WM,1,S,8,E,20,45.46281814,-121.83911895,,,L
OR00302,Hartwick Reservoir,28,200,H-20,R-1869,Cert:51612 CF *,,"Dairy Creek, Trib to",2,WASH,18,NW REGION,WM,2,N,4,W,35,45.61928939,-123.14270019,2012-01-18,2018,L
OR00304,Hammel No. 2,20,50,H-23,R-1893,Cert:26720 OR *,,Murderers Gulch,15,JACK,13,SW REGION,WM,35,S,1,W,10,42.54249954,-122.80989074,2013-10-03,2016,S
OR00305,Keene Reservoir,20,170,K-16,R-1905,Cert:28757 OR *,,Palmer Creek,2,YAMH,16,NW REGION,WM,5,S,3,W,20,45.1188507,-123.08547973,2009-03-30,2015,L
OR00306,Grohs Reservoir,14,882,G-24,R-1906,Cert:30087 OR *,,Rock Creek,14,KLAM,17,SC REGION,WM,41,S,15,E,9,42.01346969,-120.94534301,2015-08-12,2021,L
OR00307,Campbell Reservoir,30,2700,C-15,R-1907,Cert:30090 OR *,,Deming & Long Creeks,14,KLAM,17,SC REGION,WM,36,S,15,E,29,42.41986083,-120.96656799,2010-11-04,2016,L
OR00310,Mud Flat Reservoir,16,2021,M-87,R-1947,Cert:31541 OR *,Small,Run-Off from Unnamed Channel,11,MALH,9,E REGION,WM,33,S,45,E,4,42.71601104,-117.19197082,1997-05-07,,L
OR00311,Fopiano Reservoir,36,200,F-6,R-1986,Cert:36573 OR *,,North Fopiano & South Fopiano Creek,6,WHEE,4,NC REGION,WM,11,S,23,E,27,44.58974838,-119.94413757,2008-12-12,2014,L
OR00313,Allen Creek,78,2189,A-11,R-2000,Cert:81128 OR *,,Allen Creek,5,CROO,11,SC REGION,WM,14,S,21,E,1,44.3828392,-120.16558837,2013-10-09,2019,L
OR00314,Gehring Reservoir (Towery Dam),30,50,T-21,R-2002,Cert:54975 CR *,,"Willamette River, Trib to",2,POLK,16,NW REGION,WM,7,S,3,W,4,44.98519897,-123.07116699,2013-01-28,2019,L
OR00315,Mckenzie Canyon Dam,18,89,S-53,R-2004,Cert:31339 OR *,,Squaw Creek,5,DESC,11,SC REGION,WM,14,S,11,E,33,44.3122406,-121.4210205,2015-07-27,2018,S
OR00316,Powers Log Pond,10,108,LP-36,R-2007,Cert:53717 CF *,,South Fork Coquille River,17,COOS,19,SW REGION,WM,31,S,12,W,12,42.88835906,-124.07774353,2012-05-22,2015,S
OR00317,Bull Run Dam 2 (lower),125,21000,B-4b,PC-864,Permit: S  43856 *,FEDERAL,Bull Run River,3,CLAC,20,NW REGION,WM,1,S,5,E,26,45.44451141,-122.15434265,,,H
OR00318,Arntz Dam,20,290,A-16,R-2026,Cert:28849 OR *,,Unnamed,12,HARN,10,E REGION,WM,22,S,30,E,27,43.63185882,-119.10279846,2009-07-06,2015,L
OR00320,Paris Reservoir,51,130,P-31,R-2047,Cert:35305 OR *,,,16,DOUG,15,SW REGION,WM,27,S,4,W,12,43.23889923,-123.1112976,2014-08-27,2015,H
OR00322,Vaughn Reservoir (Malheur),64,825,V-6,R-2076,Cert:33455 OR *,,South Fork Indian Creek,10,MALH,9,E REGION,WM,18,S,39,E,15,44.00378036,-117.9135971,2012-08-24,2018,L
OR00325,Blann Meadows Dam,29,320,B-41,R-2100,Cert:36575 OR *,,Willow Creek,6,WHEE,4,NC REGION,WM,11,S,23,E,14,44.61574172,-119.92150115,2008-12-12,2014,L
OR00326,Wasco Dam,45,16200,W-47,R-2106,,FEDERAL,Clear Creek,5,WASC,3,NC REGION,WM,4,S,9,E,32,45.17411041,-121.68795776,,,L
OR00327,Bull Run Dam 1 (upper),194,33760,B-4a,PC-865,Permit: S  43857 *,FEDERAL,Bull Run River,3,MULT,20,NW REGION,WM,1,S,6,E,16,45.48175048,-122.08247375,,,H
OR00328,Smith Lake,26,1155,S-14,R-10510,Cert:62253 OR *,,Powder River,9,BAKE,8,E REGION,WM,9,S,40,E,15,44.78416824,-117.7941513,2012-10-10,2018,L
OR00329,"Reimer, William Reservoir",22,175,R-19,R-2147,Cert:31002 OR *,,"Salt Creek, Trib to",2,POLK,16,NW REGION,WM,7,S,5,W,4,44.99113082,-123.29811859,2014-07-07,2020,L
OR00330,Bumphead Reservoir,25,1450,W-20a,R-2162,Cert:31591 OR *,,"Lost River, Trib to",14,KLAM,17,SC REGION,WM,40,S,14.5,E,31,42.05410003,-121.10643005,2015-08-12,2021,L
OR00331,Dallas Lake Reservoir,28,1100,D-38,R-2177,Cert:38104 OR *,,Butcher Creek,13,LAKE,12,SC REGION,WM,38,S,16,E,10,42.29079055,-120.8119812,2015-10-07,2021,L
OR00333,Sutherlin Log Pond,11,170,LP-32,R-2190,Cert:30362 OR *,,Sutherlin Creek,16,DOUG,15,SW REGION,WM,25,S,5,W,20,43.38177871,-123.32554626,2010-07-22,2016,S
OR00334,Denley Brothers Dam,22,120,D-37,R-2207,Cert:31146 OR *,,"Sutherlin Creek, Trib to",16,DOUG,15,SW REGION,WM,25,S,5,W,23,43.37633132,-123.24806976,2009-04-10,2015,L
OR00336,Palmer Reservoir,27,316,P-35,R-2224,Cert:33589 OR *,,Beaver Creek,5,CROO,11,SC REGION,WM,16,S,25,E,29,44.14952087,-119.7572403,2012-06-20,2018,L
OR00338,Parsnip Creek Reservoir,25,181,P-44,R-2226,Cert:38172 OR *,Small,Parsnip Creek,11,MALH,9,E REGION,WM,32,S,45,E,12,42.78419113,-117.14230346,2008-10-30,,L
OR00339,Camp Creek No.2 (Crook),22,606,C-50b,R-2241,Cert:42476 OR *,,West Fork Camp Creek,5,CROO,11,SC REGION,WM,19,S,19,E,1,43.94541931,-120.39411926,2015-08-24,2021,L
OR00340,Keno Reservoir,12,115,K-31,R-2247,Cert:31703 OR *,,"Lost River, Trib to",14,KLAM,17,SC REGION,WM,38,S,12,E,15,42.26958084,-121.2769699,2010-11-03,2016,L
OR00341,Olive Lake,38,4600,O-4,X10-495,,FEDERAL,Upper & Lower Lake Creeks,6,GRAN,4,NC REGION,WM,9,S,34,E,15,44.78543853,-118.59912872,,,L
OR00342,Fehrenbacker Reservoir 2,16,350,F-22,R-4681,Cert:47888 OR *,,Dry River,5,DESC,11,SC REGION,WM,20,S,18,E,10,43.8538208,-120.55307006,2013-01-09,2016,S
OR00343,Little Park Dam,31,320,P-30,R-2255,Cert:32703 OR *,,Thorn Creek,9,UNIO,8,E REGION,WM,6,S,41,E,15,45.04283142,-117.67796325,2012-07-31,2015,S
OR00344,Bryant Mt. Reservoir 2,22,750,B-78,R-2266,Cert:37579 OR *,FEDERAL,"Lost River, Trib to",14,KLAM,17,SC REGION,WM,40,S,13,E,17,42.10670852,-121.32906341,,,L
OR00346,Lester James Reservoir 3,14,75,J-14,R-2280,Cert:32439 OR *,,Unnamed,15,JACK,13,SW REGION,WM,35,S,2,W,33,42.48701095,-122.9453125,2014-09-04,2017,S
OR00347,Sproul Reservoir,24,400,S-97,R-2281,Cert:34598 OR *,,"Hay Creek, Trib Upper Silvies River",12,GRAN,10,E REGION,WM,15,S,30,E,31,44.22225189,-119.1654129,2015-05-19,2021,L
OR00348,North Fork Dam (Benton),81,305,N-9,R-2287,Cert:33340 OR *,,North Fork Rock Creek,2,BENT,16,NW REGION,WM,12,S,7,W,13,44.52629089,-123.49292755,2015-04-07,2016,H
OR00349,Waldo Lake,13,56,W-50,R-2299,Cert:29423 OR *,,Little Pudding River,2,MARI,16,NW REGION,WM,8,S,2,W,11,44.89498138,-122.89279937,2016-02-11,2019,S
